application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url
INT-10321,Zain Ali,zain.ali321@yahoo.com,+92 312 175 0960,28,Female,Mardan,Khyber Pakhtunkhwa,BS Software Engineering,NED University,2.83,"HTML/CSS, Python, Data Visualization, Communication, Statistics",7,Data Analytics,Direct,23000,2025-04-03 12:25:00,https://www.linkedin.com/in/zain-ali321
INT-10589,Mariam Soomro,mariam.soomro589@icloud.com,03092910156,28,Male,Peshawar,Khyber Pakhtunkhwa,BS Economics,Shah Abdul Latif University,3.51,"Excel, HTML/CSS, Tableau",8,Data Analytics,Indeed,31000,2025-04-22 03:38:00,https://www.linkedin.com/in/mariam-soomro589
INT-10822,Muhammad Rind,muhammad.rind822@gmail.com,03096534899,27,Female,Gujranwala,Punjab,BS Computer Science,University of Sindh,4.0,Communication | Power BI | Machine Learning | Python | Tableau | Excel,16,Data Analytics,Referral,10000,2025-03-15 04:26:00,https://www.linkedin.com/in/muhammad-rind822
INT-10239,Saad Rajput,SAAD.RAJPUT239@ICLOUD.COM,03262306015,21,Female,Sukkur,Sindh,BBA,University of Karachi,3.3,Excel / powerbi,16,Finance,University Portal,10000,2025-03-16 15:42:00,https://www.linkedin.com/in/saad-rajput239
INT-10343,Talha Rajput,talha.rajput343@gmail.com,03010136769,26,Female,Lahore,Punjab,BS Information Technology,Mehran University,2.83,"Python, Data Visualization, Tableau",2,Product,Direct,47000,2025-03-16 10:50:00,https://www.linkedin.com/in/talha-rajput343
INT-10478,Sajid Shah,sajid.shah478@gmail.com,03254362692,28,Female,Larkana,Sindh,BS Data Science,LUMS,3.32,"Tableau, Pandas, Statistics, Data Visualization, Python, Power BI",5,Data Analytics,Indeed,24000,2025-04-10 00:59:00,https://www.linkedin.com/in/sajid-shah478
INT-10535,Iqra Ansari,iqra.ansari535@icloud.com,03085359361,20,Female,LAHORE,Punjab,BS Information Technology,Bahria University,2.93,"Pandas, Git",6,Product,Referral,22000,2025-04-03 14:38:00,https://www.linkedin.com/in/iqra-ansari535
INT-10460,Hussain Ahmed, hussain.ahmed460@outlook.com ,03261291086,25,Male,Sukkur,Sindh,BS Software Engineering,NED University,2.89,powerbi / Statistics / HTML/CSS / git,6,Business Intelligence,University Portal,18000,2025-03-11 21:29:00,https://www.linkedin.com/in/hussain-ahmed460
INT-10682,mariam abbasi,mariam.abbasi682@icloud.com,+92 301 599 1184,26,Female,Hyderabad,Sindh,BS Information Technology,Mehran University,2.28,"Python, Tableau, Power BI, Excel, Pandas",8,Data Analytics,Direct,15000,2025-03-04 07:08:00,https://www.linkedin.com/in/mariam-abbasi682
INT-10178,Sidra Malik,sidra.malik178@icloud.com,03495660264,21,Male,Hyderabad,Sindh,BS Information Technology,NED University,3.71,"Excel, Pandas, Communication, SQL, Power BI",9,Human Resources,LinkedIn,50000,2025-03-25 02:35:00,https://www.linkedin.com/in/sidra-malik178
INT-10244,Hira Mirza,hira.mirza244@yahoo.com,03075905690,28,Male,Sukkur,Sindh,BS Computer Science,NED University,2.72,"Tableau, HTML/CSS, Pandas",6,HR,Indeed,33000,2025-03-08 07:00:00,https://www.linkedin.com/in/hira-mirza244
INT-10636,Ahsan Ahmed,ahsan.ahmed636@outlook.com,03189765488,30,Prefer not to say,Multan,Punjab,BS Computer Science,Punjab University,3.79,"Tableau, Communication, Data Visualization, Python",22,Product,Internee.pk,41000,2025-03-08 05:41:00,https://www.linkedin.com/in/ahsan-ahmed636
INT-10545,Iqra Qureshi,iqra.qureshi545@gmail.com,03003350890,25,Female,Karachi,Sindh,BBA,NED University,2.88,"Data Visualization, Excel",13,Software Development,University Portal,43000,2025-04-04 14:22:00,https://www.linkedin.com/in/iqra-qureshi545
INT-10097,Fatima Soomro,fatima.soomro97@icloud.com,03212561654,26,Male,Nawabshah,Sindh,BBA,LUMS,3.45,"Tableau, Git, Excel, Power BI, Pandas, Python",6,BI,University Portal,27000,2025-03-07 22:08:00,https://www.linkedin.com/in/fatima-soomro97
INT-10672,Ahsan Siddiqui,ahsan.siddiqui672@outlook.com,03215234409,25,Male,Faisalabad,Punjab,BS Data Science,University of Karachi,2.65,Data Visualization / Communication / Machine Learning / excel,21,Human Resources,Indeed,18000,2025-03-14 07:23:00,https://www.linkedin.com/in/ahsan-siddiqui672
INT-10628,Sana Syed,sana.syed628@icloud.com,03227448530,28,Female,Karachi,Sindh,BS Statistics,NUST,3.31,"Pandas, Tableau, SQL, Machine Learning, Excel",10,Finance,Indeed,15000,2025-04-24 00:06:00,https://www.linkedin.com/in/sana-syed628
INT-10153,Areeba Mirza,areeba.mirza153@gmail.com,03365888936,21,Female,Sukkur,Sindh,BS Computer Science,NUST,3.47,"Python, Power BI",4,Data Analytics,Internee.pk,44000,2025-04-07 06:52:00,https://www.linkedin.com/in/areeba-mirza153
INT-10458,Hira Khan,hira.khan458@outlook.com,03383070213,22,Male,Multan,Punjab,BS Computer Science,University of Karachi,3.16,Machine Learning; Statistics; Excel; Python,6,Product,University Portal,30000,2025-04-03 17:05:00,https://www.linkedin.com/in/hira-khan458
INT-10109,Sidra Shaikh,sidra.shaikh109@outlook.com,03078319267,31,Female,Hyderabad,Sindh,BBA,University of Sindh,2.52,"Data Visualization, Excel",18,Data Analytics,LinkedIn,27000,2025-04-17 16:48:00,https://www.linkedin.com/in/sidra-shaikh109
INT-10230,Shayan Baloch,shayan.baloch230@icloud.com,03351699962,24,Female,Khairpur,Sindh,BS Information Technology,FAST NUCES,2.64,"Data Visualization, Pandas, Python, Communication",6,Data Analytics,Referral,10000,2025-04-24 08:50:00,https://www.linkedin.com/in/shayan-baloch230
INT-10786,Ahsan Rind,ahsan.rind786@yahoo.com,03091365363,26,Male,ISLAMABAD,Islamabad Capital Territory,BS Economics,COMSATS University,3.29,"Python, Git, HTML/CSS, SQL, Power BI, Communication",20,Marketing,Internee.pk,47000,2025-04-26 09:08:00,https://www.linkedin.com/in/ahsan-rind786
INT-10440,Mahnoor Bhatti,mahnoor.bhatti440@gmail.com,+92 309 843 3180,26,Male,Hyderabad,Sindh,BS Information Technology,Punjab University,2.96,"Data Visualization, SQL, Power BI, Pandas, Excel, Machine Learning",5,Finance,Indeed,38000,2025-03-03 16:01:00,https://www.linkedin.com/in/mahnoor-bhatti440
INT-10674,Farhan Shah,farhan.shah674@outlook.com,03309547587,21,Female,Khairpur,Sindh,BS Computer Science,University of Sindh,4.0,"Communication, HTML/CSS, Machine Learning, SQL",5,Marketing,LinkedIn,15000,2025-04-22 17:43:00,https://www.linkedin.com/in/farhan-shah674
INT-10408,Hira Khan,hira.khan408@icloud.com,03064584175,27,Male,Khairpur,Sindh,BS Computer Science,University of Karachi,2.41,"Statistics, Communication, Pandas, Machine Learning, Power BI",8,Product,Direct,22000,2025-04-25 17:04:00,https://www.linkedin.com/in/hira-khan408
INT-10850,Hamza Jatoi,hamza.jatoi850@outlook.com,03228333827,24,Female,Faisalabad,Punjab,BS Economics,Bahria University,2.92,"Data Visualization, Communication, Power BI, Pandas, Git, HTML/CSS",20,Data Analytics,Indeed,24000,2025-04-02 23:02:00,https://www.linkedin.com/in/hamza-jatoi850
INT-10617,Areeba Memon,areeba.memon617@gmail.com,0331-556 8612,26,Male,Faisalabad,Punjab,BS Computer Science,University of Sindh,2.47,"Python, Statistics",9,Software Development,Internee.pk,23000,2025-03-24 10:22:00,https://www.linkedin.com/in/areeba-memon617
INT-10653,Hussain Shah,hussain.shah653@icloud.com,03448276626,26,Female,Hyderabad,Sindh,BS Computer Science,NUST,2.78,SQL | Python,14,Data Analytics,Direct,36000,2025-04-12 20:05:00,https://www.linkedin.com/in/hussain-shah653
INT-10034,Rida Shaikh,rida.shaikh34@yahoo.com,03211250203,31,Male,Gujranwala,Punjab,BS Computer Science,IBA Karachi,2.4,"Statistics, Tableau, Excel, Power BI, Pandas",17,Data Analytics,Direct,36000,2025-04-01 14:16:00,https://www.linkedin.com/in/rida-shaikh34
INT-10344,Muhammad Bhatti,muhammad.bhatti344@icloud.com,03273703629,24,Male,Quetta,Balochistan,BS Software Engineering,LUMS,2.36,"Machine Learning, Statistics, Tableau",6,Business Intelligence,Indeed,21000,2025-03-28 22:09:00,https://www.linkedin.com/in/muhammad-bhatti344
INT-10120,Saad Baloch,saad.baloch120@icloud.com,03055791102,32,Female,HYDERABAD,Sindh,BS Information Technology,Mehran University,2.15,"Pandas, Power BI",1,Marketing,Direct,23000,2025-04-11 16:44:00,https://www.linkedin.com/in/saad-baloch120
INT-10159,SAAD SHAH,saad.shah159@outlook.com,03382372169,24,Male,Rawalpindi,Punjab,BS Economics,COMSATS University,3.45,"Git, Machine Learning, Tableau",20,Product,LinkedIn,44000,2025-03-09 12:59:00,https://www.linkedin.com/in/saad-shah159
INT-10334,Hamza Syed,hamza.syed334@yahoo.com,03334855005,26,Male,Quetta,Balochistan,BS Information Technology,University of Karachi,2.97,Python / HTML/CSS / Data Visualization / Tableau / pandas,9,Finance,University Portal,20000,2025-04-22 07:36:00,https://www.linkedin.com/in/hamza-syed334
INT-10827,Saad Khan,saad.khan827@icloud.com,03198194372,21,Female,Hyderabad,Sindh,BS Data Science,Mehran University,3.31,"Git, HTML/CSS, SQL, Power BI, Machine Learning",8,Finance,University Portal,26000,2025-03-17 07:53:00,https://www.linkedin.com/in/saad-khan827
INT-10528,Rida Baloch,rida.baloch528@outlook.com,03096078636,22,Female,Nawabshah,Sindh,BS Information Technology,Shah Abdul Latif University,3.32,"SQL, Git, Pandas, Machine Learning, HTML/CSS",10,Business Intelligence,Indeed,26000,2025-04-10 07:28:00,https://www.linkedin.com/in/rida-baloch528
INT-10124,Mariam Siddiqui,mariam.siddiqui124@yahoo.com,03140751158,27,Male,Sukkur,Sindh,BS Information Technology,LUMS,3.09,"Communication, Machine Learning, Git, Statistics, Data Visualization, Power BI",3,Product,LinkedIn,42000,2025-03-16 21:46:00,
INT-10294,Nimra Malik,nimra.malik294@yahoo.com,,25,,Islamabad,Islamabad Capital Territory,BS Information Technology,LUMS,3.36,"Excel, Statistics, Pandas, HTML/CSS",1,Product,LinkedIn,49000,2025-04-04 17:58:00,https://www.linkedin.com/in/nimra-malik294
INT-10301,zara ali,zara.ali301@yahoo.com,03019598663,20,Male,Nawabshah,Sindh,BBA,University of Sindh,3.03,power bi; Machine Learning; Statistics; Git; Excel,18,Human Resources,University Portal,12000,2025-03-11 08:43:00,https://www.linkedin.com/in/zara-ali301
INT-10377,Iqra Abbasi,iqra.abbasi377@outlook.com,03421477431,24,Female,Faisalabad,Punjab,BS Economics,LUMS,3.38,"Statistics, Machine Learning, Communication",18,Marketing,Referral,30000,2025-03-02 18:06:00,https://www.linkedin.com/in/iqra-abbasi377
INT-10631,Sajid Jatoi,sajid.jatoi631@icloud.com,03255794003,25,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,University of Sindh,3.11,,12,Data Analytics,LinkedIn,21000,2025-03-05 10:17:00,https://www.linkedin.com/in/sajid-jatoi631
INT-10439,Rida Siddiqui,rida.siddiqui439@yahoo.com,03187240778,28,Male,Nawabshah,Sindh,BS Software Engineering,University of Sindh,2.49,"Communication, Tableau, Git, Pandas, SQL, Machine Learning",9,Finance,Internee.pk,22000,2025-03-29 11:57:00,https://www.linkedin.com/in/rida-siddiqui439
INT-10193,Areeba Malik,areeba.malik193@gmail.com,03290860450,25,Male,Gujranwala,Punjab,BS Information Technology,IBA Karachi,3.38,"Communication, Tableau, Power BI",19,Software dev,Internee.pk,31000,2025-04-05 05:24:00,https://www.linkedin.com/in/areeba-malik193
INT-10295,Nimra Malik,nimra.malik295@yahoo.com,03282692703,21,Female,Karachi,Sindh,BS Information Technology,NUST,3.35,"Data Visualization, Excel, Machine Learning, SQL",3,Business Intelligence,Indeed,35000,2025-04-23 22:44:00,https://www.linkedin.com/in/nimra-malik295
INT-10840,Iqra Bhatti,iqra.bhatti840@outlook.com,03441571195,22,Male,Lahore,Punjab,BS Computer Science,Bahria University,2.58,SQL / git / Tableau,13,Marketing,University Portal,29000,2025-03-26 00:24:00,https://www.linkedin.com/in/iqra-bhatti840
INT-10525,Laiba Khan,laiba.khan525@outlook.com,03055261306,27,Female,Lahore,Punjab,BS Computer Science,University of Sindh,3.19,"HTML/CSS, Excel, SQL, Communication, Data Visualization",4,Software Development,University Portal,27000,2025-03-14 03:38:00,https://www.linkedin.com/in/laiba-khan525
INT-10663,Mahnoor Chandio,mahnoor.chandio663@outlook.com,03013684928,25,Female,Sukkur,Sindh,BBA,University of Sindh,2.82,"Machine Learning, Python, Statistics, HTML/CSS, Power BI, Git",7,Software Development,Referral,38000,2025-04-10 15:04:00,https://www.linkedin.com/in/mahnoor-chandio663
INT-10728,Noor Ahmed,noor.ahmed728@outlook.com,03179980412,25,Female,Rawalpindi,Punjab,BS Data Science,IBA Karachi,3.61,"Git, Statistics, Tableau, Excel",15,Data Analytics,Direct,29000,2025-03-04 00:06:00,https://www.linkedin.com/in/noor-ahmed728
INT-10167,Hamza Rajput,hamza.rajput167@gmail.com,03492454796,33,Female,Multan,Punjab,BS Software Engineering,Bahria University,3.06,"Statistics, Git, Machine Learning, Python",26,Data Analytics,Internee.pk,42000,2025-03-12 11:23:00,https://www.linkedin.com/in/hamza-rajput167
INT-10101,Saad Ahmed,saad.ahmed101@yahoo.com,03026189620,26,Male,Islamabad,Islamabad Capital Territory,BBA,Mehran University,3.75,"Excel, HTML/CSS, Python, Tableau, Statistics, Data Visualization",10,Data Analytics,Internee.pk,49000,2025-04-24 22:08:00,https://www.linkedin.com/in/saad-ahmed101
INT-10339,Muhammad Ahmed,muhammad.ahmed339@gmail.com,03031468510,23,Female,Gujranwala,Punjab,BS Data Science,Shah Abdul Latif University,3.58,"Power BI, Tableau, Communication",9,Finance,LinkedIn,16000,2025-03-01 16:02:00,https://www.linkedin.com/in/muhammad-ahmed339
INT-10655,Danish Jatoi,danish.jatoi655@icloud.com,03305262243,25,Male,Hyderabad,Sindh,BS Data Science,University of Karachi,3.37,"SQL, Communication, Pandas, Power BI, HTML/CSS",2,Product,Referral,39000,2025-04-27 07:43:00,https://www.linkedin.com/in/danish-jatoi655
INT-10741,Mariam Mirza, mariam.mirza741@gmail.com ,03297009228,25,Male,Khairpur,Sindh,BS Information Technology,Bahria University,3.29,"Communication, Python, Tableau",6,Data Analytics,Direct,25000,2025-03-16 23:02:00,https://www.linkedin.com/in/mariam-mirza741
INT-10519,Zara Mirza,zara.mirza519@icloud.com,03329124652,24,Male,ISLAMABAD,Islamabad Capital Territory,BS Information Technology,FAST NUCES,3.4,"SQL, Python, Communication",10,Marketing,Internee.pk,47000,2025-04-22 07:21:00,https://www.linkedin.com/in/zara-mirza519
INT-10500,Talha Mirza,talha.mirza500@gmail.com,03402522416,22,Female,Faisalabad,Punjab,BS Statistics,University of Sindh,,"Power BI, Data Visualization, Excel",6,Software Development,Direct,35000,2025-03-24 18:04:00,https://www.linkedin.com/in/talha-mirza500
INT-10275,Areeba Abbasi,areeba.abbasi275@outlook.com,03314691294,21,Male,Gujranwala,Punjab,BS Economics,Shah Abdul Latif University,3.2,"Statistics, Python, Machine Learning, Excel",8,Data Analytics,Indeed,27000,2025-03-14 20:59:00,https://www.linkedin.com/in/areeba-abbasi275
INT-20026,sana bhatti,SANA.BHATTI173@YAHOO.COM,03328747644,25,Male,Faisalabad,Punjab,bs software engineering,Bahria University,2.36,"HTML/CSS, Communication, Data Visualization, SQL, Python, Statistics",10,Data Analytics,Referral,19000,2025-04-18 14:34:00,https://www.linkedin.com/in/sana-bhatti173
INT-10089,Hussain Malik,hussain.malik89@icloud.com,03243839336,18,Male,Faisalabad,Punjab,BS Information Technology,Bahria University,2.6,"Python, Machine Learning, Git, Excel",8,Human Resources,University Portal,20000,2025-03-10 07:18:00,https://www.linkedin.com/in/hussain-malik89
INT-10685,Talha Abbasi,talha.abbasi685@yahoo.com,03076821521,27,Male,Gujranwala,Punjab,BS Information Technology,Punjab University,2.48,"Communication, Data Visualization, Tableau, Pandas, Statistics, SQL",25,Software Development,Referral,30000,2025-03-19 23:27:00,https://www.linkedin.com/in/talha-abbasi685
INT-10002,Fatima Rind,fatima.rind2@gmail.com,03064632718,27,Male,Multan,Punjab,BBA,NUST,3.27,"Communication, Statistics, Power BI, Data Visualization, Pandas, Git",6,Product,Internee.pk,29000,2025-03-31 19:03:00,https://www.linkedin.com/in/fatima-rind2
INT-10194,Laiba Syed,laiba.syed194@gmail.com,03073746136,24,Male,Islamabad,Islamabad Capital Territory,BS Software Engineering,University of Karachi,3.09,"Communication, Machine Learning, Tableau, SQL, Statistics",2,Data Analytics,Referral,31000,2025-04-20 08:06:00,https://www.linkedin.com/in/laiba-syed194
INT-10717,Mahnoor Baloch,mahnoor.baloch717@outlook.com,03185949578,28,Female,Sukkur,Sindh,BS Information Technology,University of Sindh,2.6,"HTML/CSS, Statistics, Python, SQL, Communication, Git",11,Data Analytics,Direct,33000,2025-03-06 04:57:00,https://www.linkedin.com/in/mahnoor-baloch717
INT-10019,Muhammad Syed,muhammad.syed19@outlook.com,03128748739,24,Female,Lahore,Punjab,BS Computer Science,FAST NUCES,2.74,Data Visualization / Pandas / html/css / sql,23,Product,Internee.pk,10000,2025-04-04 03:59:00,https://www.linkedin.com/in/muhammad-syed19
INT-10265,Sana Shah,sana.shah265@gmail.com,03338853603,25,Male,Rawalpindi,Punjab,BS Computer Science,LUMS,2.41,"Pandas, Data Visualization, Statistics, Machine Learning, Communication",9,Business Intelligence,University Portal,24000,2025-03-30 06:56:00,https://www.linkedin.com/in/sana-shah265
INT-20009,saad ahmed,SAAD.AHMED293@ICLOUD.COM,03376218583,21,Male,,Punjab,bs information technology,NUST,2.61,"Machine Learning, Git, SQL, Tableau, Pandas, Excel",20,Software Development,Indeed,43000,2025-03-14 09:35:00,https://www.linkedin.com/in/saad-ahmed293
INT-10047,Hamza Ali,hamza.ali47@yahoo.com,0312 0414714,18,Male,Sukkur,Sindh,BBA,IBA Karachi,2.91,"HTML/CSS, Excel, Statistics, Data Visualization",39,Data Analytics,Internee.pk,42000,2025-04-13 06:43:00,https://www.linkedin.com/in/hamza-ali47
INT-10021,Talha Siddiqui,talha.siddiqui21@outlook.com,03261067264,23,Male,Nawabshah,Sindh,bs software engineering,FAST NUCES,2.97,HTML/CSS; Data Visualization; tableau,20,Human Resources,Indeed,41000,2025-04-01 10:22:00,https://www.linkedin.com/in/talha-siddiqui21
INT-10219,Farhan Ahmed,farhan.ahmed219@yahoo.com,03421381430,52,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,University of Sindh,2.94,"Power BI, Machine Learning, Excel, HTML/CSS, Python, Statistics",4,Marketing,Referral,42000,2025-03-22 09:14:00,https://www.linkedin.com/in/farhan-ahmed219
INT-10155,Hamza Memon,hamza.memon155@gmail.com,03098208152,29,Male,Nawabshah,Sindh,BS Computer Science,Shah Abdul Latif University,2.75,"Data Visualization, Git, Power BI, Python",13,Data Analytics,Internee.pk,23000,2025-04-08 08:19:00,https://www.linkedin.com/in/hamza-memon155
INT-10451,Rida Ansari,rida.ansari451@icloud.com,,26,Male,Khairpur,Sindh,BS Information Technology,Bahria University,3.44,"HTML/CSS, Data Visualization, Machine Learning",4,Human Resources,University Portal,10000,2025-03-24 18:59:00,https://www.linkedin.com/in/rida-ansari451
INT-10268,Muhammad Rajput,muhammad.rajput268@gmail.com,03411666085,29,Female,Gujranwala,Punjab,BS Statistics,Bahria University,2.26,"Data Visualization, Python, SQL",15,Software Development,Direct,61000,2025-04-10 20:17:00,https://www.linkedin.com/in/muhammad-rajput268
INT-10271,Muhammad Ahmed,muhammad.ahmed271@gmail.com,03399576920,27,Male,Gujranwala,Punjab,BS Economics,Shah Abdul Latif University,3.01,"Machine Learning, Python, Data Visualization, Tableau, Git",6,Business Intelligence,LinkedIn,32000,2025-03-29 18:04:00,https://www.linkedin.com/in/muhammad-ahmed271
INT-10116,Eman Soomro,eman.soomro116@icloud.com,0322-317 4748,24,Male,Quetta,Balochistan,BS Computer Science,NED University,2.77,"Excel, Tableau",15,Business Intelligence,Indeed,41000,2025-04-26 22:28:00,https://www.linkedin.com/in/eman-soomro116
