application_id,applicant_name,email,phone,age,gender,city,province,education_level,university,cgpa,skills,experience_months,preferred_department,application_source,expected_stipend_pkr,submitted_at,linkedin_url,skill_count,experience_years
INT-10751,Mahnoor Chandio,mahnoor.chandio751@icloud.com,03330537612,21,Female,Nawabshah,Sindh,BS Computer Science,University of Karachi,3.09,"Machine Learning, SQL, Power BI",23,Software Development,Direct,21000,2025-03-11 14:13:00,https://www.linkedin.com/in/mahnoor-chandio751,3,1.9
INT-10149,Fatima Baloch,fatima.baloch149@gmail.com,03076445786,25,Female,Khairpur,Sindh,BBA,University of Karachi,3.11,"Pandas, Excel",9,Business Intelligence,Indeed,18000,2025-04-08 09:28:00,https://www.linkedin.com/in/fatima-baloch149,2,0.8
INT-10796,Yasir Siddiqui,yasir.siddiqui796@gmail.com,03318828288,22,Male,Gujranwala,Punjab,BS Software Engineering,NUST,3.74,"Excel, Pandas",8,Data Analytics,University Portal,28000,2025-03-25 00:26:00,https://www.linkedin.com/in/yasir-siddiqui796,2,0.7
INT-10832,Eman Ahmed,eman.ahmed832@gmail.com,03339805678,21,Female,Sukkur,Sindh,BS Information Technology,NUST,3.46,"Python, Html, Css, SQL",7,Business Intelligence,University Portal,23000,2025-03-26 20:48:00,https://www.linkedin.com/in/eman-ahmed832,4,0.6
INT-10126,Sajid Memon,sajid.memon126@gmail.com,03231422290,29,Male,Khairpur,Sindh,BS Information Technology,Punjab University,3.09,"Tableau, Html, Css, SQL",8,Product,LinkedIn,18000,2025-03-26 18:21:00,https://www.linkedin.com/in/sajid-memon126,4,0.7
INT-10102,Usman Shaikh,usman.shaikh102@outlook.com,Not Provided,23,Male,Sukkur,Sindh,BS Data Science,COMSATS University,3.54,"Html, Css, Excel, Power BI, Machine Learning",3,Business Intelligence,Direct,31000,2025-03-31 03:53:00,https://www.linkedin.com/in/usman-shaikh102,5,0.2
INT-10620,Yasir Shah,yasir.shah620@yahoo.com,03096269040,22,Male,Quetta,Balochistan,BS Economics,IBA Karachi,2.21,"Excel, Data Visualization",9,Data Analytics,Indeed,32000,2025-04-08 22:41:00,https://www.linkedin.com/in/yasir-shah620,2,0.8
INT-10001,Zara Baloch,zara.baloch1@outlook.com,03126858174,18,Male,Hyderabad,Sindh,BS Statistics,FAST NUCES,3.18,"Statistics, Pandas, Python, SQL",21,Business Intelligence,LinkedIn,24000,2025-04-23 11:37:00,https://www.linkedin.com/in/zara-baloch1,4,1.8
INT-10637,Areeba Abbasi,areeba.abbasi637@gmail.com,03135641624,29,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,University of Sindh,2.55,Not Specified,14,Data Analytics,LinkedIn,36000,2025-04-11 20:31:00,https://www.linkedin.com/in/areeba-abbasi637,0,1.2
INT-10250,Mahnoor Soomro,mahnoor.soomro250@icloud.com,03026616210,23,Male,Sukkur,Sindh,BBA,NED University,2.61,"Statistics, Html, Css, Git, Pandas",18,Product,University Portal,35000,2025-04-27 05:58:00,https://www.linkedin.com/in/mahnoor-soomro250,5,1.5
INT-10071,Danish Rajput,danish.rajput71@outlook.com,03280440589,23,Female,Lahore,Punjab,BS Information Technology,Shah Abdul Latif University,3.33,"Machine Learning, Excel",11,Finance,Internee.pk,47000,2025-03-02 02:33:00,https://www.linkedin.com/in/danish-rajput71,2,0.9
INT-10746,Hussain Shah,hussain.shah746@outlook.com,03115582484,28,Male,Rawalpindi,Punjab,BS Computer Science,University of Karachi,3.32,"Power BI, Machine Learning, Pandas, Excel, Git, Data Visualization",10,Software Development,Internee.pk,10000,2025-03-03 06:49:00,https://www.linkedin.com/in/hussain-shah746,6,0.8
INT-10706,Laiba Rajput,laiba.rajput706@gmail.com,03012535037,27,Male,Sukkur,Sindh,BS Computer Science,NED University,3.26,"Data Visualization, Machine Learning, Excel",2,Marketing,LinkedIn,35000,2025-03-05 01:47:00,https://www.linkedin.com/in/laiba-rajput706,3,0.2
INT-10144,Danish Bhatti,danish.bhatti144@gmail.com,03222870265,23,Male,Nawabshah,Sindh,BS Information Technology,COMSATS University,3.58,"Pandas, Tableau, Git",7,Business Intelligence,LinkedIn,28000,2025-03-15 19:29:00,https://www.linkedin.com/in/danish-bhatti144,3,0.6
INT-10708,Hamza Memon,hamza.memon708@gmail.com,03181237470,19,Female,Rawalpindi,Punjab,BS Economics,Bahria University,3.33,"Machine Learning, Power BI, Tableau, Git",1,Software Development,Internee.pk,20000,2025-04-23 19:31:00,https://www.linkedin.com/in/hamza-memon708,4,0.1
INT-10673,Shayan Shah,shayan.shah673@yahoo.com,03163991650,20,Male,Abbottabad,Khyber Pakhtunkhwa,BS Data Science,Shah Abdul Latif University,2.66,"Power BI, Html, Css, Statistics",4,Marketing,LinkedIn,48000,2025-04-01 11:46:00,https://www.linkedin.com/in/shayan-shah673,4,0.3
INT-10487,Mahnoor Memon,mahnoor.memon487@yahoo.com,03193104422,26,Male,Khairpur,Sindh,BS Information Technology,University of Sindh,2.0,"Python, Data Visualization, Excel, SQL, Statistics",12,Human Resources,Indeed,23000,2025-03-10 15:52:00,https://www.linkedin.com/in/mahnoor-memon487,5,1.0
INT-10235,Sana Rind,sana.rind235@yahoo.com,03121413433,29,Male,Faisalabad,Punjab,BS Software Engineering,Not Provided,3.06,"Git, Data Visualization, Tableau, Machine Learning",5,Product,Indeed,23000,2025-04-06 08:55:00,https://www.linkedin.com/in/sana-rind235,4,0.4
INT-10236,Mahnoor Malik,mahnoor.malik236@icloud.com,03394065998,26,Male,Faisalabad,Punjab,BS Computer Science,University of Sindh,2.68,"Html, Css, Communication, Pandas, SQL",8,Data Analytics,LinkedIn,16000,2025-03-17 01:59:00,https://www.linkedin.com/in/mahnoor-malik236,5,0.7
INT-10286,Hussain Abbasi,hussain.abbasi286@yahoo.com,03198321137,26,Female,Hyderabad,Sindh,BS Computer Science,LUMS,3.17,"Excel, Python, Power BI, SQL, Communication",15,Human Resources,University Portal,43000,2025-04-28 20:02:00,https://www.linkedin.com/in/hussain-abbasi286,5,1.2
INT-10207,Hira Bhatti,hira.bhatti207@icloud.com,03057013284,26,Female,Hyderabad,Sindh,BS Software Engineering,University of Karachi,3.43,"Power BI, Excel, Data Visualization, Machine Learning, SQL",11,Human Resources,University Portal,22000,2025-04-03 10:23:00,https://www.linkedin.com/in/hira-bhatti207,5,0.9
INT-10446,Mahnoor Shaikh,mahnoor.shaikh446@outlook.com,03246152632,30,Male,Larkana,Sindh,BS Computer Science,FAST NUCES,2.75,"Tableau, Python, Statistics, Communication",7,Business Intelligence,Referral,35000,2025-04-05 06:42:00,https://www.linkedin.com/in/mahnoor-shaikh446,4,0.6
INT-10797,Sana Chandio,sana.chandio797@outlook.com,03349172963,26,Prefer not to say,Khairpur,Sindh,BS Information Technology,Punjab University,2.75,"Html, Css, Data Visualization, Git",17,Software Development,Referral,26000,2025-04-17 04:45:00,https://www.linkedin.com/in/sana-chandio797,4,1.4
INT-10590,Mahnoor Memon,mahnoor.memon590@gmail.com,03345429848,25,Female,Islamabad,Islamabad Capital Territory,BS Economics,FAST NUCES,3.41,"Python, SQL, Html, Css, Pandas, Machine Learning, Communication",18,Human Resources,LinkedIn,31000,2025-03-21 18:11:00,https://www.linkedin.com/in/mahnoor-memon590,7,1.5
INT-10546,Nimra Jatoi,nimra.jatoi546@yahoo.com,03354811418,23,Male,Larkana,Sindh,BS Information Technology,NUST,3.46,"Excel, Power BI, SQL",12,Business Intelligence,Direct,48000,2025-04-04 16:04:00,https://www.linkedin.com/in/nimra-jatoi546,3,1.0
INT-10700,Mahnoor Bhatti,mahnoor.bhatti700@yahoo.com,03279277838,24,Male,Nawabshah,Sindh,BS Computer Science,University of Sindh,3.13,Not Specified,0,Business Intelligence,Indeed,25000,2025-04-29 17:09:00,https://www.linkedin.com/in/mahnoor-bhatti700,0,0.0
INT-10259,Shayan Ansari,shayan.ansari259@icloud.com,03230933795,25,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,FAST NUCES,2.95,"Excel, Pandas, Statistics, Python, SQL",3,Marketing,LinkedIn,42000,2025-04-29 02:32:00,https://www.linkedin.com/in/shayan-ansari259,5,0.2
INT-10583,Usman Shaikh,usman.shaikh583@yahoo.com,03248753262,22,Male,Mardan,Khyber Pakhtunkhwa,BS Data Science,COMSATS University,2.66,"Excel, Machine Learning",11,Data Analytics,University Portal,39000,2025-04-06 12:43:00,https://www.linkedin.com/in/usman-shaikh583,2,0.9
INT-10664,Bilal Chandio,bilal.chandio664@outlook.com,03058467334,25,Female,Larkana,Sindh,BS Information Technology,University of Sindh,2.6,"Git, Python",9,Finance,Indeed,38000,2025-04-23 10:18:00,https://www.linkedin.com/in/bilal-chandio664,2,0.8
INT-10172,Farhan Ansari,farhan.ansari172@icloud.com,03401905488,20,Male,Gujranwala,Punjab,BS Economics,Punjab University,3.47,"Data Visualization, SQL",26,Product,University Portal,45000,2025-04-09 17:29:00,https://www.linkedin.com/in/farhan-ansari172,2,2.2
INT-10508,Shayan Khan,shayan.khan508@gmail.com,03208318612,23,Female,Multan,Punjab,BS Data Science,Shah Abdul Latif University,3.11,"Communication, Tableau, Power BI, Pandas, Machine Learning, Html, Css",6,Software Development,Direct,24000,2025-04-21 07:41:00,https://www.linkedin.com/in/shayan-khan508,7,0.5
INT-10054,Ali Syed,ali.syed54@yahoo.com,03310815198,27,Female,Karachi,Sindh,BS Computer Science,Shah Abdul Latif University,3.51,"Excel, Python",1,Data Analytics,University Portal,16000,2025-03-18 03:07:00,https://www.linkedin.com/in/ali-syed54,2,0.1
INT-10732,Noor Rind,noor.rind732@icloud.com,Not Provided,26,Male,Abbottabad,Khyber Pakhtunkhwa,BS Software Engineering,FAST NUCES,2.97,"Html, Css, Power BI, Git",32,Software Development,Direct,17000,2025-03-17 01:32:00,https://www.linkedin.com/in/noor-rind732,4,2.7
INT-10507,Areeba Rajput,areeba.rajput507@gmail.com,03015980248,29,Female,Islamabad,Islamabad Capital Territory,BS Data Science,LUMS,3.63,"Excel, Tableau, Statistics, Machine Learning, Git, Data Visualization",7,Data Analytics,LinkedIn,16000,2025-03-19 18:00:00,https://www.linkedin.com/in/areeba-rajput507,6,0.6
INT-10559,Eman Memon,eman.memon559@gmail.com,03312803965,23,Male,Faisalabad,Punjab,BS Software Engineering,Bahria University,3.47,"Excel, Html, Css, Git, Statistics, Data Visualization, Pandas",6,Data Analytics,LinkedIn,38000,2025-03-31 04:12:00,https://www.linkedin.com/in/eman-memon559,7,0.5
INT-10018,Ali Mirza,ali.mirza18@yahoo.com,03397127599,24,Female,Nawabshah,Sindh,BBA,COMSATS University,2.66,"Statistics, Git, SQL, Power BI, Data Visualization",7,Software Development,Indeed,50000,2025-04-12 10:14:00,https://www.linkedin.com/in/ali-mirza18,5,0.6
INT-10008,Iqra Memon,iqra.memon8@outlook.com,03354685024,28,Male,Islamabad,Islamabad Capital Territory,BS Information Technology,Punjab University,3.39,"SQL, Statistics, Machine Learning, Communication, Power BI",4,Finance,Direct,38000,2025-04-22 07:05:00,https://www.linkedin.com/in/iqra-memon8,5,0.3
INT-10321,Zain Ali,zain.ali321@yahoo.com,03121750960,28,Female,Mardan,Khyber Pakhtunkhwa,BS Software Engineering,NED University,2.83,"Html, Css, Python, Data Visualization, Communication, Statistics",7,Data Analytics,Direct,23000,2025-04-03 12:25:00,https://www.linkedin.com/in/zain-ali321,6,0.6
INT-10589,Mariam Soomro,mariam.soomro589@icloud.com,03092910156,28,Male,Peshawar,Khyber Pakhtunkhwa,BS Economics,Shah Abdul Latif University,3.51,"Excel, Html, Css, Tableau",8,Data Analytics,Indeed,31000,2025-04-22 03:38:00,https://www.linkedin.com/in/mariam-soomro589,4,0.7
INT-10822,Muhammad Rind,muhammad.rind822@gmail.com,03096534899,27,Female,Gujranwala,Punjab,BS Computer Science,University of Sindh,4.0,"Communication, Power BI, Machine Learning, Python, Tableau, Excel",16,Data Analytics,Referral,10000,2025-03-15 04:26:00,https://www.linkedin.com/in/muhammad-rind822,6,1.3
INT-10239,Saad Rajput,saad.rajput239@icloud.com,03262306015,21,Female,Sukkur,Sindh,BBA,University of Karachi,3.3,"Excel, Power BI",16,Finance,University Portal,10000,2025-03-16 15:42:00,https://www.linkedin.com/in/saad-rajput239,2,1.3
INT-10343,Talha Rajput,talha.rajput343@gmail.com,03010136769,26,Female,Lahore,Punjab,BS Information Technology,Mehran University,2.83,"Python, Data Visualization, Tableau",2,Product,Direct,47000,2025-03-16 10:50:00,https://www.linkedin.com/in/talha-rajput343,3,0.2
INT-10478,Sajid Shah,sajid.shah478@gmail.com,03254362692,28,Female,Larkana,Sindh,BS Data Science,LUMS,3.32,"Tableau, Pandas, Statistics, Data Visualization, Python, Power BI",5,Data Analytics,Indeed,24000,2025-04-10 00:59:00,https://www.linkedin.com/in/sajid-shah478,6,0.4
INT-10535,Iqra Ansari,iqra.ansari535@icloud.com,03085359361,20,Female,Lahore,Punjab,BS Information Technology,Bahria University,2.93,"Pandas, Git",6,Product,Referral,22000,2025-04-03 14:38:00,https://www.linkedin.com/in/iqra-ansari535,2,0.5
INT-10460,Hussain Ahmed,hussain.ahmed460@outlook.com,03261291086,25,Male,Sukkur,Sindh,BS Software Engineering,NED University,2.89,"Power BI, Statistics, Html, Css, Git",6,Business Intelligence,University Portal,18000,2025-03-11 21:29:00,https://www.linkedin.com/in/hussain-ahmed460,5,0.5
INT-10682,Mariam Abbasi,mariam.abbasi682@icloud.com,03015991184,26,Female,Hyderabad,Sindh,BS Information Technology,Mehran University,2.28,"Python, Tableau, Power BI, Excel, Pandas",8,Data Analytics,Direct,15000,2025-03-04 07:08:00,https://www.linkedin.com/in/mariam-abbasi682,5,0.7
INT-10178,Sidra Malik,sidra.malik178@icloud.com,03495660264,21,Male,Hyderabad,Sindh,BS Information Technology,NED University,3.71,"Excel, Pandas, Communication, SQL, Power BI",9,Human Resources,LinkedIn,50000,2025-03-25 02:35:00,https://www.linkedin.com/in/sidra-malik178,5,0.8
INT-10244,Hira Mirza,hira.mirza244@yahoo.com,03075905690,28,Male,Sukkur,Sindh,BS Computer Science,NED University,2.72,"Tableau, Html, Css, Pandas",6,Human Resources,Indeed,33000,2025-03-08 07:00:00,https://www.linkedin.com/in/hira-mirza244,4,0.5
INT-10636,Ahsan Ahmed,ahsan.ahmed636@outlook.com,03189765488,30,Prefer not to say,Multan,Punjab,BS Computer Science,Punjab University,3.79,"Tableau, Communication, Data Visualization, Python",22,Product,Internee.pk,41000,2025-03-08 05:41:00,https://www.linkedin.com/in/ahsan-ahmed636,4,1.8
INT-10545,Iqra Qureshi,iqra.qureshi545@gmail.com,03003350890,25,Female,Karachi,Sindh,BBA,NED University,2.88,"Data Visualization, Excel",13,Software Development,University Portal,43000,2025-04-04 14:22:00,https://www.linkedin.com/in/iqra-qureshi545,2,1.1
INT-10097,Fatima Soomro,fatima.soomro97@icloud.com,03212561654,26,Male,Nawabshah,Sindh,BBA,LUMS,3.45,"Tableau, Git, Excel, Power BI, Pandas, Python",6,Business Intelligence,University Portal,27000,2025-03-07 22:08:00,https://www.linkedin.com/in/fatima-soomro97,6,0.5
INT-10672,Ahsan Siddiqui,ahsan.siddiqui672@outlook.com,03215234409,25,Male,Faisalabad,Punjab,BS Data Science,University of Karachi,2.65,"Data Visualization, Communication, Machine Learning, Excel",21,Human Resources,Indeed,18000,2025-03-14 07:23:00,https://www.linkedin.com/in/ahsan-siddiqui672,4,1.8
INT-10628,Sana Syed,sana.syed628@icloud.com,03227448530,28,Female,Karachi,Sindh,BS Statistics,NUST,3.31,"Pandas, Tableau, SQL, Machine Learning, Excel",10,Finance,Indeed,15000,2025-04-24 00:06:00,https://www.linkedin.com/in/sana-syed628,5,0.8
INT-10153,Areeba Mirza,areeba.mirza153@gmail.com,03365888936,21,Female,Sukkur,Sindh,BS Computer Science,NUST,3.47,"Python, Power BI",4,Data Analytics,Internee.pk,44000,2025-04-07 06:52:00,https://www.linkedin.com/in/areeba-mirza153,2,0.3
INT-10458,Hira Khan,hira.khan458@outlook.com,03383070213,22,Male,Multan,Punjab,BS Computer Science,University of Karachi,3.16,"Machine Learning, Statistics, Excel, Python",6,Product,University Portal,30000,2025-04-03 17:05:00,https://www.linkedin.com/in/hira-khan458,4,0.5
INT-10109,Sidra Shaikh,sidra.shaikh109@outlook.com,03078319267,31,Female,Hyderabad,Sindh,BBA,University of Sindh,2.52,"Data Visualization, Excel",18,Data Analytics,LinkedIn,27000,2025-04-17 16:48:00,https://www.linkedin.com/in/sidra-shaikh109,2,1.5
INT-10230,Shayan Baloch,shayan.baloch230@icloud.com,03351699962,24,Female,Khairpur,Sindh,BS Information Technology,FAST NUCES,2.64,"Data Visualization, Pandas, Python, Communication",6,Data Analytics,Referral,10000,2025-04-24 08:50:00,https://www.linkedin.com/in/shayan-baloch230,4,0.5
INT-10786,Ahsan Rind,ahsan.rind786@yahoo.com,03091365363,26,Male,Islamabad,Islamabad Capital Territory,BS Economics,COMSATS University,3.29,"Python, Git, Html, Css, SQL, Power BI, Communication",20,Marketing,Internee.pk,47000,2025-04-26 09:08:00,https://www.linkedin.com/in/ahsan-rind786,7,1.7
INT-10440,Mahnoor Bhatti,mahnoor.bhatti440@gmail.com,03098433180,26,Male,Hyderabad,Sindh,BS Information Technology,Punjab University,2.96,"Data Visualization, SQL, Power BI, Pandas, Excel, Machine Learning",5,Finance,Indeed,38000,2025-03-03 16:01:00,https://www.linkedin.com/in/mahnoor-bhatti440,6,0.4
INT-10674,Farhan Shah,farhan.shah674@outlook.com,03309547587,21,Female,Khairpur,Sindh,BS Computer Science,University of Sindh,4.0,"Communication, Html, Css, Machine Learning, SQL",5,Marketing,LinkedIn,15000,2025-04-22 17:43:00,https://www.linkedin.com/in/farhan-shah674,5,0.4
INT-10408,Hira Khan,hira.khan408@icloud.com,03064584175,27,Male,Khairpur,Sindh,BS Computer Science,University of Karachi,2.41,"Statistics, Communication, Pandas, Machine Learning, Power BI",8,Product,Direct,22000,2025-04-25 17:04:00,https://www.linkedin.com/in/hira-khan408,5,0.7
INT-10850,Hamza Jatoi,hamza.jatoi850@outlook.com,03228333827,24,Female,Faisalabad,Punjab,BS Economics,Bahria University,2.92,"Data Visualization, Communication, Power BI, Pandas, Git, Html, Css",20,Data Analytics,Indeed,24000,2025-04-02 23:02:00,https://www.linkedin.com/in/hamza-jatoi850,7,1.7
INT-10617,Areeba Memon,areeba.memon617@gmail.com,03315568612,26,Male,Faisalabad,Punjab,BS Computer Science,University of Sindh,2.47,"Python, Statistics",9,Software Development,Internee.pk,23000,2025-03-24 10:22:00,https://www.linkedin.com/in/areeba-memon617,2,0.8
INT-10653,Hussain Shah,hussain.shah653@icloud.com,03448276626,26,Female,Hyderabad,Sindh,BS Computer Science,NUST,2.78,"SQL, Python",14,Data Analytics,Direct,36000,2025-04-12 20:05:00,https://www.linkedin.com/in/hussain-shah653,2,1.2
INT-10034,Rida Shaikh,rida.shaikh34@yahoo.com,03211250203,31,Male,Gujranwala,Punjab,BS Computer Science,IBA Karachi,2.4,"Statistics, Tableau, Excel, Power BI, Pandas",17,Data Analytics,Direct,36000,2025-04-01 14:16:00,https://www.linkedin.com/in/rida-shaikh34,5,1.4
INT-10344,Muhammad Bhatti,muhammad.bhatti344@icloud.com,03273703629,24,Male,Quetta,Balochistan,BS Software Engineering,LUMS,2.36,"Machine Learning, Statistics, Tableau",6,Business Intelligence,Indeed,21000,2025-03-28 22:09:00,https://www.linkedin.com/in/muhammad-bhatti344,3,0.5
INT-10120,Saad Baloch,saad.baloch120@icloud.com,03055791102,32,Female,Hyderabad,Sindh,BS Information Technology,Mehran University,2.15,"Pandas, Power BI",1,Marketing,Direct,23000,2025-04-11 16:44:00,https://www.linkedin.com/in/saad-baloch120,2,0.1
INT-10159,Saad Shah,saad.shah159@outlook.com,03382372169,24,Male,Rawalpindi,Punjab,BS Economics,COMSATS University,3.45,"Git, Machine Learning, Tableau",20,Product,LinkedIn,44000,2025-03-09 12:59:00,https://www.linkedin.com/in/saad-shah159,3,1.7
INT-10334,Hamza Syed,hamza.syed334@yahoo.com,03334855005,26,Male,Quetta,Balochistan,BS Information Technology,University of Karachi,2.97,"Python, Html, Css, Data Visualization, Tableau, Pandas",9,Finance,University Portal,20000,2025-04-22 07:36:00,https://www.linkedin.com/in/hamza-syed334,6,0.8
INT-10827,Saad Khan,saad.khan827@icloud.com,03198194372,21,Female,Hyderabad,Sindh,BS Data Science,Mehran University,3.31,"Git, Html, Css, SQL, Power BI, Machine Learning",8,Finance,University Portal,26000,2025-03-17 07:53:00,https://www.linkedin.com/in/saad-khan827,6,0.7
INT-10528,Rida Baloch,rida.baloch528@outlook.com,03096078636,22,Female,Nawabshah,Sindh,BS Information Technology,Shah Abdul Latif University,3.32,"SQL, Git, Pandas, Machine Learning, Html, Css",10,Business Intelligence,Indeed,26000,2025-04-10 07:28:00,https://www.linkedin.com/in/rida-baloch528,6,0.8
